Apps	8393	avast! Antivirus	name=*|Avast Free Antivirus	gscore=8393	lscore=8393
Apps	64000	Microsoft.AutoGenerated.{4FECF46A-20C8-A26F-20D9-7C8531C46577}	name=*|About Java	gscore=64000	lscore=64000
Apps	5617	{1AC14E77-02E7-4E5D-B744-2EB1AE5198B7}\\cleanmgr.exe	name=*|Disk Cleanup	gscore=5617	lscore=5617
Apps	10539	{D65231B0-B2F1-4857-A4CE-A8E7C6EA7D27}\\WindowsPowerShell\\v1.0\\PowerShell_ISE.exe	name=*|Windows PowerShell ISE (x86)	gscore=10539	lscore=10539
Apps	8653	Microsoft.Windows.PCSettings.DefaultApps	name=*|Default Programs	gscore=8653	lscore=8653
Apps	64000	{6D809377-6AF0-444B-8957-A3773F02200E}\\VideoLAN\\VLC\\Documentation.url	name=*|Documentation	gscore=64000	lscore=64000
Apps	5616	{1AC14E77-02E7-4E5D-B744-2EB1AE5198B7}\\WFS.exe	name=*|Windows Fax and Scan	gscore=5616	lscore=5616
Apps	64000	http://youtubedownload.altervista.org/help.htm	name=*|YouTube Downloader Help	gscore=64000	lscore=64000
Apps	6004	Microsoft.MicrosoftSolitaireCollection_8wekyb3d8bbwe!App	name=*|Microsoft Solitaire Collection	gscore=6004	lscore=6004
Apps	64000	{6D809377-6AF0-444B-8957-A3773F02200E}\\Java\\jdk1.8.0_141\\bin\\jmc.exe	name=*|Java Mission Control	gscore=64000	lscore=64000
Apps	6024	{1AC14E77-02E7-4E5D-B744-2EB1AE5198B7}\\msconfig.exe	name=*|System Configuration	gscore=6024	lscore=6024
Apps	2437	{1AC14E77-02E7-4E5D-B744-2EB1AE5198B7}\\SnippingTool.exe	name=*|Snipping Tool	gscore=2437	lscore=2437
Apps	9606	Microsoft.Windows.PCSettings.Devices	name=*|Devices	gscore=9606	lscore=9606
Apps	5347	{7C5A40EF-A0FB-4BFC-874A-C0F2E0B9FA8E}\\Microsoft Office\\Office14\\POWERPNT.EXE	name=*|Microsoft PowerPoint 2010	gscore=6694	lscore=4000
Apps	7890	Microsoft.ZuneVideo_8wekyb3d8bbwe!Microsoft.ZuneVideo	name=*|Movies & TV	gscore=7890	lscore=7890
Apps	8608	Microsoft.3DBuilder_8wekyb3d8bbwe!App	name=*|3D Builder	gscore=8608	lscore=8608
Apps	4459	Microsoft.Windows.Computer	name=*|This PC	gscore=3919	lscore=5000
Apps	9701	A278AB0D.MarchofEmpires_h6adky7gbf63m!App	name=*|March of Empires: War of Lords	gscore=9701	lscore=9701
Apps	6190	Microsoft.WindowsAlarms_8wekyb3d8bbwe!App	name=*|Alarms & Clock	gscore=6190	lscore=6190
Apps	64000	InfoPath.Filler.3	name=*|Microsoft InfoPath Filler 2010	gscore=64000	lscore=64000
Apps	64000	Microsoft.Windows.Cortana_cw5n1h2txyewy!CortanaUI	name=*|Cortana	gscore=64000	lscore=64000
Apps	2674	{1AC14E77-02E7-4E5D-B744-2EB1AE5198B7}\\notepad.exe	name=*|Notepad	gscore=3349	lscore=2000
Apps	64000	Microsoft.AutoGenerated.{C1C6F8AC-40A3-0F5C-146F-65A9DC70BBB4}	name=*|Task Scheduler	gscore=64000	lscore=64000
Apps	9356	{1AC14E77-02E7-4E5D-B744-2EB1AE5198B7}\\comexp.msc	name=*|Component Services	gscore=9356	lscore=9356
Apps	64000	C:\\Users\\DELL\\AppData\\Local\\{B512834E-91BA-EFF6-FC22-CA1ED84A3686}\\HowToRemove\\HowToRemove.html	name=*|HowToRemove	gscore=64000	lscore=64000
Apps	64000	{6D809377-6AF0-444B-8957-A3773F02200E}\\Oracle\\VirtualBox\\doc\\UserManual.pdf	name=*|User manual (PDF, English)	gscore=64000	lscore=64000
